ShowOriginal,Theatre,WeekEnd,Weekly Total Attendance,Weekly Grosses,Numberof Performances,Number of Performances,Percent Capacity,ShowCaseCorrected,Show,RerunYear,Run
ON YOUR FEET!,Marquis,2016-11-13,9316,876636,8,0,0.72,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2016-11-20,8657,818015,8,0,0.67,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2016-11-27,7914,761920,8,0,0.61,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2016-12-06,8909,859596,8,0,0.68,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2016-12-18,7718,747841,8,0,0.59,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2016-12-25,4886,453979,7,0,0.43,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-01-01,13137,1304175,9,0,0.90,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-01-15,9105,839833,8,0,0.70,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-01-22,7480,683442,8,0,0.58,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-01-29,8303,728188,8,0,0.64,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-02-04,7734,641943,8,0,0.59,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-02-07,7766,620673,8,0,0.60,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-02-19,9484,830191,8,0,0.73,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-02-26,8112,667098,8,0,0.62,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-03-19,7430,597288,8,0,0.57,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-03-26,9170,714676,8,0,0.70,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-04-06,7548,606535,8,0,0.58,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-04-16,8517,712384,8,0,0.65,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-04-23,8274,685462,8,0,0.64,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-04-30,7735,653185,8,0,0.59,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-05-02,7444,621130,8,0,0.57,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-05-03,7537,611706,8,0,0.58,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-05-14,8671,754441,8,0,0.67,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-05-21,8672,739890,8,0,0.67,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-05-28,8649,696935,8,0,0.66,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-06-08,10490,892807,8,0,0.81,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-06-18,7071,588054,8,0,0.54,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-06-25,7994,655588,8,0,0.61,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-07-05,7485,624338,8,0,0.58,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-07-16,8597,695863,8,0,0.66,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-07-23,8840,713715,8,0,0.68,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-07-30,9801,808059,8,0,0.75,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-08-01,9378,806478,8,0,0.72,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-08-13,11511,1054473,8,0,0.88,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-08-20,11768,1207439,8,0,0.90,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-09-04,7017,578678,8,0,0.54,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-09-07,7906,603959,8,0,0.61,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-11-06,8172,656937,8,0,0.63,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-12-02,7147,607659,8,0,0.55,On Your Feet!,On Your Feet!,,Original
ON YOUR FEET!,Marquis,2017-12-03,7685,639898,8,0,0.59,On Your Feet!,On Your Feet!,,Original
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-03-12,5586,395580,1,7,1.00,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-10-12,5608,543614,8,0,1.01,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-11-19,5450,431861,0,8,0.98,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-11-26,5146,485973,0,8,0.92,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-12-11,4206,381170,0,6,1.01,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-12-17,5450,553305,8,0,0.98,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-12-24,4985,594626,7,0,1.02,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2017-12-31,6055,827890,9,0,0.97,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-01-07,5132,590064,8,0,0.92,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-01-14,5495,610830,8,0,0.99,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-01-21,5542,588351,8,0,1.00,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-01-28,5642,599476,8,0,1.01,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-02-04,5401,515456,8,0,0.97,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-02-11,5315,461880,8,0,0.95,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-02-18,4787,534474,8,0,0.86,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-02-25,5025,491248,8,0,0.90,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-03-04,4807,419609,8,0,0.86,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-03-11,5335,478594,8,0,0.96,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-03-18,5376,516400,8,0,0.97,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-03-25,5264,507742,8,0,0.95,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-04-01,5160,594646,8,0,0.93,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-04-08,5299,560959,8,0,0.95,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-04-15,5176,463943,8,0,0.93,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-04-22,5151,474934,8,0,0.93,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-04-29,4984,433993,8,0,0.90,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-05-06,4904,435430,8,0,0.88,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-05-13,5225,523075,8,0,0.94,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-05-20,5623,513582,8,0,1.01,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-05-27,5205,551703,8,0,0.93,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-06-03,5056,507578,8,0,0.91,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-06-10,5468,537110,8,0,0.98,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-06-17,5574,617297,8,0,1.00,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-06-24,5745,686414,8,0,1.03,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-07-01,5438,595727,8,0,0.98,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-07-08,5081,545569,8,0,0.91,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-07-15,5402,569222,8,0,0.97,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-07-22,5348,563828,8,0,0.96,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-07-29,5163,557528,8,0,0.93,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-08-05,4913,523594,8,0,0.88,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-08-12,4953,520931,8,0,0.89,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-08-19,4457,457570,8,0,0.80,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-08-26,4339,411114,8,0,0.78,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-09-02,4406,432461,8,0,0.79,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-09-09,4540,421308,8,0,0.82,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-09-16,4674,434147,8,0,0.84,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-09-23,4384,389854,8,0,0.79,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-09-30,4460,373077,8,0,0.80,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-10-07,4783,426464,8,0,0.86,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-10-14,4757,430394,8,0,0.85,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-10-21,4966,433461,8,0,0.89,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-10-28,4616,401934,8,0,0.83,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-11-04,5010,358879,8,0,0.90,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-11-11,5030,429808,8,0,0.90,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-11-18,4461,379459,8,0,0.80,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-11-25,4482,459321,8,0,0.80,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-12-02,4212,361135,8,0,0.76,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-12-09,4958,413735,8,0,0.89,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-12-16,5050,444984,8,0,0.91,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-12-23,5519,534170,8,0,0.99,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2018-12-30,5742,757810,8,0,1.03,Once on This Island 2017,Once on This Island ,2017,Rerun
ONCE ON THIS ISLAND 2017,Circle In The Square,2019-01-06,5778,727236,8,0,1.04,Once on This Island 2017,Once on This Island ,2017,Rerun
OSLO,Vivian Beaumont,2017-02-04,7310,571353,0,8,0.87,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-02-07,7941,758637,8,0,0.95,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-03-26,3530,296597,0,4,0.84,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-04-06,6755,599230,8,0,0.81,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-04-16,7330,494320,5,3,0.88,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-04-23,7104,578106,8,0,0.85,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-04-30,7140,584905,8,0,0.85,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-05-14,7426,661485,8,0,0.89,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-05-21,7340,667486,8,0,0.88,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-05-28,7524,663241,8,0,0.90,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-06-18,8104,808195,8,0,0.97,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-06-25,7734,737558,8,0,0.92,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-07-05,7369,692653,8,0,0.88,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-07-16,8208,898524,8,0,0.98,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-09-04,7601,532934,0,8,0.91,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-09-07,7727,669470,8,0,0.92,Oslo,Oslo,,Original
OSLO,Vivian Beaumont,2017-11-06,7366,660561,8,0,0.88,Oslo,Oslo,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-01-17,4692,187813,0,8,0.90,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-01-24,3125,109716,5,1,0.80,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-01-31,3899,229778,8,0,0.75,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-02-14,3450,187877,8,0,0.66,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-02-21,3522,183321,8,0,0.68,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-02-28,3555,179194,8,0,0.68,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-03-01,2591,113194,0,6,0.66,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-06-03,3993,167916,8,0,0.77,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-07-02,3503,201600,8,0,0.67,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
OUR MOTHER'S BRIEF AFFAIR,Friedman,2016-10-01,3178,167332,0,7,0.70,Our Mother's Brief Affair,Our Mother's Brief Affair,,Original
PARAMOUR,Lyric,2016-01-05,11043,1065771,0,6,0.97,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-02-10,9903,796009,8,0,0.65,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-03-07,11748,1000312,8,0,0.77,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-04-09,10218,890755,7,0,0.77,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-04-12,10356,927405,8,0,0.68,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-04-17,1897,190774,0,1,1.00,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-04-24,10623,1018942,0,6,0.93,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-05-06,12000,1024450,8,0,0.79,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-05-15,6169,464021,0,4,0.81,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-05-22,9213,907800,0,5,0.97,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-05-29,13731,1126943,6,2,0.91,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-06-11,10981,884874,8,0,0.72,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-06-19,10251,971039,8,0,0.68,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-06-26,10756,1000730,8,0,0.71,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-07-08,10245,910342,8,0,0.68,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-07-17,10088,897710,8,0,0.67,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-07-24,10681,980483,8,0,0.70,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-07-31,10808,981468,8,0,0.71,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-08-05,11443,1074996,0,7,0.86,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-08-14,11360,997867,8,0,0.75,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-08-21,11376,936762,8,0,0.75,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-08-28,6519,553423,5,0,0.69,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-09-10,11024,929646,8,0,0.73,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-09-18,12739,999384,8,0,0.84,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-09-25,9744,800590,8,0,0.64,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-10-07,9176,859152,8,0,0.60,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-10-16,11261,942632,8,0,0.74,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-10-23,12650,1060597,8,0,0.83,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-10-30,12437,1005388,8,0,0.82,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-11-09,11122,892797,8,0,0.73,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-11-12,11102,1029466,8,0,0.73,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-11-13,11378,917418,8,0,0.75,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-11-20,10527,883963,8,0,0.69,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-11-27,10412,1078535,8,0,0.69,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-12-06,11279,1093610,8,0,0.74,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-12-18,11230,1039209,8,0,0.74,Paramour,Paramour,,Original
PARAMOUR,Lyric,2016-12-25,10615,1100772,8,0,0.70,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-01-01,15125,1908019,8,0,1.00,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-01-15,11683,999969,7,0,0.88,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-01-22,11528,903288,8,0,0.76,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-01-29,12257,935804,8,0,0.81,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-02-04,11057,837810,8,0,0.73,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-02-19,13691,1119907,8,0,0.90,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-02-26,11239,878720,7,0,0.85,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-03-19,12277,908802,8,0,0.81,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-03-26,12086,921604,8,0,0.80,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-04-16,13812,1285596,8,0,0.91,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-05-02,9107,662145,7,0,0.69,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-05-03,10754,769250,8,0,0.71,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-08-01,14491,1218861,8,0,0.96,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-09-04,12005,993288,8,0,0.79,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-12-02,8692,667758,7,0,0.65,Paramour,Paramour,,Original
PARAMOUR,Lyric,2017-12-03,11352,824505,8,0,0.75,Paramour,Paramour,,Original
PRESENT LAUGHTER 2017,St. James,2017-02-04,8891,620361,0,8,0.80,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-02-07,9274,910174,8,0,0.83,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-03-19,7885,676278,0,8,0.71,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-03-26,8035,658713,0,8,0.72,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-04-06,7382,702426,8,0,0.66,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-04-16,8417,813603,8,0,0.75,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-04-23,9323,871891,8,0,0.83,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-04-30,8671,812989,8,0,0.78,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-05-14,9146,853434,8,0,0.82,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-05-21,8492,832206,8,0,0.76,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-05-28,8584,762088,8,0,0.77,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-06-18,8005,783750,8,0,0.72,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-06-25,8474,855228,8,0,0.76,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-07-05,8334,753368,8,0,0.75,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-09-04,8581,578155,5,2,0.88,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-11-06,7819,672460,8,0,0.70,Present Laughter 2017,Present Laughter ,2017,Rerun
PRESENT LAUGHTER 2017,St. James,2017-12-03,2569,255521,0,2,0.92,Present Laughter 2017,Present Laughter ,2017,Rerun
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-07-22,2336,328854,0,2,1.00,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-07-29,8003,1068493,0,7,0.98,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-08-05,8043,1008726,0,7,0.98,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-08-12,9306,1142989,0,8,1.00,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-08-19,9394,1065917,5,3,1.01,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-08-26,9324,1155322,8,0,1.00,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-09-02,9188,1219728,8,0,0.98,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
PRETTY WOMAN: THE MUSICAL,Nederlander,2018-09-09,8743,1105407,8,0,0.94,Pretty Woman: The Musical,Pretty Woman: The Musical,,Original
